"STARTUP_ID","INDUSTRY1","INDUSTRY2","INDUSTRY3","TECHNOLOGY1","TECHNOLOGY2","TECHNOLOGY3","DESCRIPTION_PROVIDED","REGION_CODE","COUNTRY","DIGITAL_CATALOUGE","MENTOR_BENEFIT","MIGRATION_BENEFIT","FUNDRAISING_ACTIVE_FLAG","STAGE"
1194,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1261,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1262,"","","","","","","N","JAPAC","Maldives","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1263,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1264,"High Technology","","","Cloud","Big Data","Software as a Service (SaaS)","Y","JAPAC","Viet Nam","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1266,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1267,"Insurance","Financial Services","Healthcare","Artificial Intelligence","Infrastructure as a Service (IaaS)","Machine Learning","Y","JAPAC","India","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
1269,"Financial Services Banking","Insurance","Healthcare","Customer Experience (CX)","Artificial Intelligence","Customer Experience for Service","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1270,"High Technology","","","Artificial Intelligence","","","Y","EMEA","Switzerland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1272,"Retail","Industrial Manufacturing","Travel and Transportation","Internet of Things","Platform as a Service (PaaS)","Business Analytics","Y","EMEA","Turkey","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1273,"Communications","Insurance","Healthcare","Chatbot","Customer Experience (CX)","Machine Learning","Y","EMEA","Turkey","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
1274,"High Technology","","","Software as a Service (SaaS)","","","Y","EMEA","Netherlands","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1275,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1276,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1277,"High Technology","Public Sector","Financial Services","Cloud","Artificial Intelligence","Security","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1278,"High Technology","","","Java Technology","Security","Software as a Service (SaaS)","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
30383,"Aerospace and Defense","","","Cloud Computing","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1121,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1122,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1124,"Financial Services","High Technology","Public Sector","Cloud","Blockchain","Artificial Intelligence","Y","JAPAC","Malaysia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1125,"Retail","Financial Services","Automotive","Blockchain","Software as a Service (SaaS)","Business Process Management","Y","EMEA","United Kingdom","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
1126,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1128,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
30385,"","","","","","","N","JAPAC","Taiwan","","","","",""
1129,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1130,"Financial Services","Insurance","Wholesale Distribution","Cloud","Big Data","","Y","EMEA","Spain","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1136,"","","","","","","N","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
27077,"High Technology","","","Business Analytics","","","Y","EMEA","Israel","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
1138,"Financial Services","","","Customer Relationship Management (CRM)","Data Warehousing","Business Analytics","Y","EMEA","Denmark","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1161,"Manufacturing","High Technology","Financial Services","Blockchain","Artificial Intelligence","Internet of Things","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1162,"High Technology","Utilities","Engineering and Construction","Internet of Things","Business Intelligence","","Y","EMEA","Turkey","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
1163,"","","","","","","N","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
27142,"","","","","","","N","EMEA","Ukraine","","","","",""
27148,"High Technology","","","Internet of Things","","","Y","EMEA","Egypt","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1164,"Utilities","Health Sciences","Financial Services","Data Warehousing","Database","Autonomous Database","Y","EMEA","Finland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1165,"Financial Services","","","Cloud","Infrastructure as a Service (IaaS)","Service-Oriented Architecture (SOA)","Y","EMEA","Denmark","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1222,"Engineering and Construction","","","Customer Relationship Management (CRM)","Business Analytics","Master Data Management","Y","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1223,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1241,"Financial Services","Financial Services Banking","","Platform as a Service (PaaS)","Artificial Intelligence","Service Cloud","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1242,"High Technology","","","Governance, Risk, and Compliance Management","","","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1243,"","","","","","","N","NAS","Canada","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1244,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1245,"Professional Services","","","PHP","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1246,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1247,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1248,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1249,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1280,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1281,"Retail","Food and Beverage","Media and Entertainment","Mobile","Big Data","Java Technology","Y","LAD","Brazil","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
1282,"Insurance","Industrial Manufacturing","","Blockchain","Internet of Things","Supply Chain Management (SCM)","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1221,"Consumer Goods","Manufacturing","High Technology","Big Data","Cloud","Supply Chain Management Cloud","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1184,"Food and Beverage","","","Mobile","Cloud Computing","Database","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1185,"High Technology","","","Customer Relationship Management (CRM)","Database Migration","Marketing Cloud","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1186,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1187,"","","","","","","N","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1201,"","","","","","","N","EMEA","Egypt","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1202,"High Technology","","","Artificial Intelligence","Big Data","Machine Learning","Y","LAD","Brazil","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
1203,"Wholesale Distribution","Food and Beverage","","Customer Relationship Management (CRM)","Cloud","Blockchain","Y","EMEA","Germany","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
1204,"High Technology","","","Marketing","Software as a Service (SaaS)","","Y","EMEA","Germany","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
1205,"Financial Services","Insurance","Professional Services","Security","Software as a Service (SaaS)","Artificial Intelligence","Y","EMEA","United Kingdom","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
1206,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1207,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1301,"High Technology","","","Cloud","","","Y","EMEA","Poland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1302,"","","","","","","N","EMEA","Cameroon","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1425,"","","","","","","N","JAPAC","Taiwan","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1481,"Travel and Transportation","","","Software as a Service (SaaS)","","","Y","EMEA","Denmark","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1482,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1483,"Wholesale Distribution","Industrial Manufacturing","Manufacturing","Customer Relationship Management (CRM)","Business Analytics","Artificial Intelligence","Y","EMEA","Ireland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1485,"","","","","","","N","JAPAC","Japan","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1521,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1522,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1330,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1331,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1332,"Wholesale Distribution","Retail","Industrial Manufacturing","Financial Management","Supply Chain Management (SCM)","Financials","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1333,"Financial Services","Retail","Wholesale Distribution","Artificial Intelligence","Business Analytics","","Y","LAD","Brazil","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
1335,"","","","","","","N","EMEA","Italy","","","","N","Bootstrap (We don’t plan on raising venture capital)"
28712,"","","","","","","N","NAS","United States of America","","","","",""
28724,"Education and Research","","","Enterprise Management","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1361,"Media and Entertainment","Retail","Hospitality","Big Data","Mobile","Marketing","Y","EMEA","United Kingdom","","","","Y","Seed (Total raised $500K-2M)"
1362,"Retail","Consumer Goods","Food and Beverage","Enterprise Resource Planning (ERP)","Business Analytics","","Y","EMEA","France","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1363,"Insurance","Financial Services","Financial Services Banking","Developer Tools","Database","","Y","NAS","United States of America","","","","N","Series B (Total raised $10M-30M)"
1390,"Manufacturing","Food and Beverage","Retail","Supply Chain Management Cloud","Blockchain","Cloud Computing","Y","JAPAC","Singapore","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1391,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1392,"Life Sciences","","","Autonomous Database","Blockchain","Database","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1393,"Health Sciences","","","Cloud","Database","Health Management Platform Active Long Term Care","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1364,"Travel and Transportation","","","PHP","Java Technology","Developer Tools","Y","EMEA","Luxembourg","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1365,"","","","","","","N","EMEA","Estonia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1366,"","","","","","","N","EMEA","Croatia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
29369,"","","","","","","N","JAPAC","Australia","","","","",""
23470,"Media and Entertainment","","","Master Data Management","Virtual Reality/Augmented Reality","","Y","EMEA","Spain","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1370,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1401,"Professional Services","","","Customer Relationship Management (CRM)","Mobile","Enterprise Resource Planning (ERP)","Y","EMEA","Egypt","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1403,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1404,"Financial Services","Healthcare","","Big Data","Cloud","Linux","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
29371,"","","","","","","N","EMEA","United Kingdom","","","","",""
1382,"Healthcare","Industrial Manufacturing","Professional Services","Customer Experience for Service","Service","Workforce Management Cloud","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1383,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23478,"High Technology","","","Software as a Service (SaaS)","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23479,"Insurance","","","Machine Learning","Customer Experience (CX)","","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
1384,"Aerospace and Defense","Professional Services","Public Sector","Cloud","Database","PL/SQL","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1385,"Primary and Secondary Education (K-12)","","","Cloud","Artificial Intelligence","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1388,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1389,"","","","","","","N","EMEA","Ireland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1447,"","","","","","","N","EMEA","France","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1448,"Financial Services","Insurance","Financial Services Banking","Document Management","PHP","Customer Experience for Sales","Y","LAD","Mexico","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1461,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1463,"Financial Services","","","Financial Management","","","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1464,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1501,"Communications","","","Big Data","","","Y","EMEA","Poland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1422,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1423,"","","","","","","N","LAD","Chile","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1424,"Healthcare","","","Artificial Intelligence","Mobile","Health Management Platform Health Engagement","Y","LAD","Brazil","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
1441,"Retail","","","Artificial Intelligence","","","Y","JAPAC","Australia","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
1443,"","","","","","","N","EMEA","Israel","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1445,"Professional Services","","","Data Warehousing","Master Data Management","Middleware","Y","EMEA","Netherlands","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1502,"","","","","","","N","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1503,"Public Sector","Communications","","Cloud","Mobile","Messaging","Y","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1504,"High Technology","","","Big Data","Business Analytics","Data Warehousing","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
30789,"Healthcare","","","Software as a Service (SaaS)","","","Y","EMEA","Sweden","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
30866,"Media and Entertainment","Communications","","Customer Relationship Management (CRM)","Marketing","Cloud","Y","NAS","United States of America","","","","Y","Seed (Total raised $500K-2M)"
1508,"","","","","","","N","EMEA","Bulgaria","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1321,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1322,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1324,"Communications","","","Cloud","Marketing","MySQL","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1325,"Insurance","","","Service Cloud","","","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1327,"Public Sector","","","Cloud","","","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1328,"Financial Services Banking","Financial Services","Insurance","Cloud","Software as a Service (SaaS)","Customer Experience for Marketing","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1341,"High Technology","Professional Services","Food and Beverage","Commerce","Artificial Intelligence","Software as a Service (SaaS)","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1342,"High Technology","","","Artificial Intelligence","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
27250,"Financial Services","High Technology","","Financial Management","Financials","Blockchain","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
27103,"Financial Services","","","Cloud","Data Warehousing","","Y","NAS","United States of America","","","","Y","Seed (Total raised $500K-2M)"
1407,"","","","","","","N","EMEA","Belgium","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1685,"","","","","","","N","EMEA","Latvia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1686,"Media and Entertainment","Education and Research","Professional Services","Customer Experience (CX)","Software as a Service (SaaS)","Marketing","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
27268,"","","","","","","N","JAPAC","Taiwan","","","","",""
30899,"","","","","","","N","EMEA","Germany","","","","",""
30980,"Healthcare","Manufacturing","Professional Services","Supply Chain Management (SCM)","Customer Relationship Management (CRM)","Financial Management","Y","LAD","Chile","","","","N","Seed (Total raised $500K-2M)"
1765,"Healthcare","Food and Beverage","Consumer Goods","Business Analytics","Business Intelligence","Software as a Service (SaaS)","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1766,"Financial Services","Professional Services","Financial Services Banking","Financial Management","Financials","Financials Cloud","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1767,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1782,"Professional Services","","","Big Data","Cloud","Business Analytics","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1784,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1785,"High Technology","","","Storage","Security","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1552,"High Technology","Research Organizations","Engineering and Construction","Internet of Things","Cloud","Linux","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1553,"Engineering and Construction","","","Business Analytics","Customer Experience (CX)","Enterprise Management","Y","LAD","Colombia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1555,"Financial Services","","","Cloud","Big Data","Business Intelligence","Y","NAS","United States of America","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
1556,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1557,"Research Organizations","","","Sustainability","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1588,"Communications","","","Internet of Things","Mobile","Data Integration","Y","EMEA","Czech Republic","","","","N","Seed (Total raised $500K-2M)"
1589,"Healthcare","Health Sciences","","Cloud","Database and IT Infrastructure for SAP","Internet of Things","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1590,"Industrial Manufacturing","High Technology","Professional Services","Supply Chain Management (SCM)","Customer Experience (CX)","Enterprise Resource Planning (ERP)","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1523,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1524,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1525,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1526,"Public Sector","","","Big Data","Business Analytics","Data Warehousing","Y","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1527,"High Technology","","","Cloud","Governance, Risk, and Compliance Management","Middleware","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1528,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1560,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1561,"Retail","","","Customer Relationship Management (CRM)","Customer Experience (CX)","Marketing Cloud","Y","JAPAC","Australia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1591,"Consumer Goods","Manufacturing","Travel and Transportation","Customer Experience (CX)","Enterprise Resource Planning (ERP)","Software as a Service (SaaS)","Y","LAD","Honduras","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1592,"Financial Services Banking","Consumer Goods","Hospitality","Customer Experience (CX)","Customer Relationship Management (CRM)","Marketing","Y","NAS","United States of America","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
1543,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1544,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1545,"Utilities","","","Blockchain","Cloud","","Y","EMEA","Finland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1547,"","","","","","","N","JAPAC","Korea, Republic of","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1548,"","","","","","","N","EMEA","Czech Republic","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1550,"","","","","","","N","LAD","Mexico","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1551,"","","","","","","N","LAD","Chile","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1593,"Communications","Oil and Gas","Engineering and Construction","Cloud","Linux","Open Source","Y","EMEA","Estonia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1594,"Professional Services","Education and Research","Communications","Software as a Service (SaaS)","Enterprise Management","PHP","Y","EMEA","Congo, Democratic Republic of the","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1595,"Financial Services","Retail","Manufacturing","Enterprise Performance Management (EPM)","Infrastructure as a Service (IaaS)","Autonomous Database","Y","EMEA","Spain","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1596,"Manufacturing","Aerospace and Defense","Automotive","High Performance Computing (HPC)","","","Y","NAS","Canada","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1597,"","","","","","","N","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1541,"Retail","Financial Services","Education and Research","Software as a Service (SaaS)","Commerce","","Y","EMEA","Kenya","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
1542,"Retail","Hospitality","Healthcare","Internet of Things","Big Data","Cloud Computing","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1581,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1582,"Wholesale Distribution","Industrial Manufacturing","Retail","Business Analytics","Artificial Intelligence","Big Data","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1583,"Engineering and Construction","High Technology","","Cloud","Data Center","Platform as a Service (PaaS)","Y","EMEA","Denmark","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1584,"Public Sector","","","Document Management","","","Y","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
28851,"Wholesale Distribution","Manufacturing","Retail","Supply Chain Management (SCM)","Managed Cloud Services","Software as a Service (SaaS)","Y","EMEA","South Africa","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
32160,"High Technology","Engineering and Construction","Life Sciences","Cloud","Data Integration","Business Analytics","Y","NAS","United States of America","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
32240,"","","","","","","N","LAD","Brazil","","","","",""
32242,"","","","","","","N","JAPAC","Japan","","","","",""
32251,"","","","","","","N","JAPAC","Japan","","","","",""
1602,"Manufacturing","High Technology","Natural Resources","Big Data","Artificial Intelligence","Internet of Things","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1621,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1622,"","","","","","","N","EMEA","Egypt","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1623,"Healthcare","Financial Services","","Customer Relationship Management (CRM)","Customer Experience (CX)","Human Capital Management (HCM)","Y","EMEA","Ghana","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1684,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
30792,"","","","","","","N","EMEA","France","","","","",""
1689,"Education and Research","Media and Entertainment","Primary and Secondary Education (K-12)","Node.js","Big Data","Cloud","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1768,"Wholesale Distribution","Retail","","Software as a Service (SaaS)","PHP","Enterprise Resource Planning (ERP)","Y","EMEA","France","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1769,"","","","","","","N","EMEA","South Africa","","","","N","Bootstrap (We don’t plan on raising venture capital)"
30790,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
30791,"","","","","","","N","EMEA","Egypt","","","","",""
30793,"Financial Services","","","High Performance Computing (HPC)","Cloud","Blockchain","Y","EMEA","United Kingdom","","","","Y","Seed (Total raised $500K-2M)"
1771,"Utilities","","","Embedded Systems","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1781,"Automotive","","","Human Capital Management (HCM)","Security","Global Human Resources","Y","EMEA","Uzbekistan","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1586,"High Technology","","","Storage","Big Data","Cloud","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1587,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1681,"Healthcare","Health Sciences","Consumer Goods","Big Data","Data as a Service (DaaS)","Software as a Service (SaaS)","Y","JAPAC","Singapore","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1682,"Education and Research","","","Customer Relationship Management (CRM)","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1683,"","","","","","","N","LAD","Peru","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1702,"","","","","","","N","EMEA","Estonia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1703,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1704,"Travel and Transportation","","","Software as a Service (SaaS)","","","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1705,"Healthcare","Public Sector","Aerospace and Defense","Cloud","Database","Autonomous Database","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
29686,"High Technology","Research Organizations","Manufacturing","Cloud","Internet of Things","Cloud Computing","Y","JAPAC","India","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
1722,"","","","","","","N","EMEA","Ireland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1723,"Financial Services","Professional Services","","Customer Experience (CX)","Customer Relationship Management (CRM)","","Y","EMEA","Denmark","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1603,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1604,"High Technology","","","Cloud","Linux","Python","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1641,"","","","","","","N","JAPAC","Singapore","","","","N","Bootstrap (We don’t plan on raising venture capital)"
