"ORDER_ID","STARTUP_ID","COUNTRY","EXTENSION","ENROLLMENT_DATE","NS_INTERNAL_ID","PAYING_CUSTOMER","PAYING_CUSTOMER_DATE","MIGRATION_STAGE","PRODUCTION_STAGE","MENTORSHIP_MILESTONES"
5843,2624,"Poland","Y",22-MAY-20,196576,"",,,2,
5844,2625,"France","Y",22-MAY-20,196478,"Y",10-SEP-20,10,3,1
5845,2626,"France","Y",22-MAY-20,122530,"Y",22-MAY-22,,3,
5846,2627,"France","",23-MAY-20,183893,"",,,1,
5847,2629,"Germany","",23-MAY-20,196577,"",,,1,
9436,23326,"Brazil","Y",08-OCT-21,595026,"",,,3,
5850,2633,"United States of America","Y",21-MAY-20,162255,"",,4,3,1
5851,2634,"United States of America","",21-MAY-20,196475,"",,,1,
11923,28703,"Israel","Y",10-FEB-22,716054,"",,,2,
5853,2636,"United States of America","",22-MAY-20,196574,"",,,1,1
5854,2637,"Argentina","",22-MAY-20,196477,"",,,1,
5857,2644,"United Kingdom","",26-MAY-20,198713,"",,5,2,
5858,2645,"United Kingdom","",26-MAY-20,140403,"",,,1,
5859,2646,"India","Y",26-MAY-20,198712,"Y",08-MAY-22,,3,
5860,2647,"Turkey","",26-MAY-20,194864,"",,,1,
5861,2648,"Ghana","",26-MAY-20,198711,"",,,1,
5862,2649,"Saudi Arabia","Y",26-MAY-20,198705,"Y",10-JUL-20,,3,
5863,2650,"Turkey","",26-MAY-20,198706,"",,,1,
5684,2467,"Netherlands","Y",05-MAY-20,180657,"Y",05-MAY-22,,2,
9438,23328,"Thailand","",08-OCT-21,595023,"",,,1,
5686,2470,"United States of America","",05-MAY-20,180661,"",,,1,
5687,2471,"United States of America","Y",06-MAY-20,180659,"Y",06-MAY-22,,2,
5688,2473,"Canada","",06-MAY-20,172440,"",,,,
5689,2474,"Lebanon","",05-MAY-20,180658,"Y",05-MAY-22,,2,
5864,2654,"Chile","Y",26-MAY-20,198707,"Y",26-MAY-22,,3,
5865,2655,"United States of America","",26-MAY-20,198708,"",,,1,
5867,2657,"United States of America","",26-MAY-20,198710,"",,,1,
5880,2683,"Colombia","",28-MAY-20,201631,"",,,1,
5881,2684,"United States of America","",28-MAY-20,201632,"",,,1,1
5882,2685,"United States of America","Y",29-MAY-20,201633,"Y",29-MAY-22,,2,1
5883,2686,"United States of America","",29-MAY-20,201634,"",,,1,
5885,2689,"Brazil","Y",29-MAY-20,166896,"",,,1,
5886,2690,"United Kingdom","Y",28-MAY-20,171024,"Y",28-MAY-22,10,3,
5887,2691,"Ireland","Y",30-MAY-20,201636,"Y",30-MAY-22,,2,
5888,2692,"Ireland","",30-MAY-20,201635,"",,,1,
5900,2694,"United States of America","",31-MAY-20,202795,"",,,1,
5901,2695,"Saudi Arabia","Y",31-MAY-20,202796,"Y",01-FEB-21,,3,
5902,2700,"Brazil","",01-JUN-20,146390,"",,,1,
5903,2701,"Singapore","",31-MAY-20,203530,"",,,2,
5834,2601,"Brazil","",20-MAY-20,189266,"Y",26-AUG-21,,1,
5835,2602,"Slovenia","Y",20-MAY-20,193853,"Y",17-FEB-21,10,3,
5855,2640,"Lithuania","",25-MAY-20,187133,"",,,1,
5837,2607,"United States of America","Y",20-MAY-20,193854,"",,,1,
11306,27043,"Canada","",20-DEC-21,669432,"",,,1,
5904,2702,"United Arab Emirates","Y",01-JUN-20,11331,"Y",01-JUN-22,,2,1
5921,2722,"Canada","Y",05-JUN-20,206201,"Y",14-FEB-21,5,3,
5923,2726,"India","Y",03-JUN-20,206192,"Y",19-FEB-22,,3,
5924,2727,"India","",05-JUN-20,206200,"",,,1,
5925,2728,"India","",06-JUN-20,206203,"",,,1,
5926,2729,"United Kingdom","",05-JUN-20,179142,"Y",17-NOV-20,,3,1
5927,2731,"Hong Kong, Special Administrative Region of China","",04-JUN-20,19513,"",,,1,
5928,2732,"United States of America","Y",03-JUN-20,206191,"Y",07-AUG-20,,3,
5929,2733,"Argentina","Y",03-JUN-20,206190,"Y",17-FEB-22,,3,
5930,2734,"United States of America","",03-JUN-20,206189,"",,,1,1
5931,2735,"Netherlands","",04-JUN-20,206194,"Y",04-JUN-22,4,3,
5932,2736,"United States of America","Y",03-JUN-20,200926,"Y",27-OCT-20,4,3,
5933,2737,"United States of America","",04-JUN-20,206199,"",,,1,
5934,2738,"United States of America","",04-JUN-20,206198,"",,,1,
5935,2739,"United States of America","",04-JUN-20,206197,"",,,1,
5936,2740,"United States of America","",04-JUN-20,206195,"",,,1,
6181,3002,"United States of America","",30-JUN-20,204436,"",,,1,
6182,3003,"United States of America","",30-JUN-20,226290,"Y",01-JUL-22,,3,
6183,3004,"United States of America","",30-JUN-20,225069,"",,18,1,1
6186,3009,"Bangladesh","",29-JUN-20,226287,"",,,1,
6187,3010,"Saudi Arabia","Y",29-JUN-20,226286,"Y",04-AUG-21,10,3,
6188,3011,"Switzerland","",30-JUN-20,226289,"",,,1,
6275,3105,"United States of America","",14-JUL-20,238062,"",,,1,
6276,3106,"Colombia","",14-JUL-20,12724,"",,,1,1
6278,3109,"Czech Republic","Y",16-JUL-20,239217,"Y",11-APR-22,,3,
6281,3113,"Israel","Y",16-JUL-20,197987,"Y",17-JUN-22,,3,
11583,27798,"Mexico","",19-JAN-22,692657,"",,,1,
11584,27799,"United States of America","",19-JAN-22,692756,"",,,1,
6302,3124,"United States of America","Y",17-JUL-20,240996,"",,,2,
6303,3125,"Colombia","",18-JUL-20,240997,"",,18,1,
6304,3126,"India","Y",18-JUL-20,240998,"",,,1,
6305,3128,"Portugal","",17-JUL-20,240995,"",,,2,
6306,3129,"Singapore","",20-JUL-20,214325,"",,,2,
5944,2755,"India","",08-JUN-20,207819,"",,,2,
5945,2756,"United Kingdom","Y",07-JUN-20,207817,"",,,2,
5980,2784,"United States of America","Y",10-JUN-20,210084,"Y",10-JUN-22,,2,
5981,2785,"United States of America","Y",10-JUN-20,210083,"",,,1,
6240,3061,"United States of America","",08-JUL-20,233508,"",,,1,
9412,23300,"Saudi Arabia","",08-OCT-21,594967,"",,,2,
11699,28145,"Poland","",13-JAN-22,702702,"",,,1,
6243,3066,"Saudi Arabia","Y",08-JUL-20,233507,"Y",04-FEB-22,,3,
6244,3067,"Jordan","",09-JUL-20,233510,"Y",09-JUL-22,,2,
6307,3130,"Mexico","Y",20-JUL-20,241842,"",,,3,
6308,3131,"United States of America","Y",20-JUL-20,241844,"Y",12-JAN-22,,3,
6309,3132,"Bulgaria","",20-JUL-20,241843,"",,,1,
6310,3133,"Israel","Y",20-JUL-20,241845,"",,,2,
11700,28146,"United States of America","Y",16-JAN-22,702704,"Y",21-APR-22,,3,
11701,28147,"United States of America","",19-JAN-22,702707,"",,,1,
6320,3138,"Brazil","Y",21-JUL-20,242269,"",,,2,
6321,3141,"United States of America","",21-JUL-20,243571,"",,,1,
6322,3142,"Korea, Republic of","",21-JUL-20,241095,"",,,1,
11702,28148,"Canada","Y",20-JAN-22,702706,"",,,3,
11703,28149,"United States of America","Y",01-FEB-22,702705,"",,3,3,
6325,3146,"Spain","Y",22-JUL-20,243575,"Y",01-MAY-21,,3,
11704,28150,"Canada","",31-JAN-22,702708,"",,,1,
6061,2863,"India","",17-JUN-20,217886,"",,,1,
6062,2865,"Israel","",19-JUN-20,217893,"",,,1,
6063,2866,"Saudi Arabia","",20-JUN-20,217895,"Y",20-JUN-22,,2,
6064,2867,"Finland","Y",17-JUN-20,217885,"Y",01-SEP-21,,3,
11969,29059,"United Kingdom","Y",16-FEB-22,727905,"",,,1,
6065,2868,"Brazil","",19-JUN-20,183903,"",,,1,
11585,27800,"United States of America","Y",19-JAN-22,692658,"",,,2,
11706,28154,"Saudi Arabia","",01-FEB-22,702802,"",,,2,
11708,28164,"Germany","",01-FEB-22,697988,"Y",27-MAR-22,,3,
9428,23316,"Germany","",07-OCT-21,594977,"",,,1,
6074,2877,"United States of America","Y",17-JUN-20,217884,"Y",02-APR-21,10,3,
6075,2878,"United States of America","Y",17-JUN-20,2473,"Y",21-OCT-21,10,3,
6076,2879,"Argentina","",18-JUN-20,217887,"Y",15-MAR-22,,2,
6077,2880,"United States of America","",19-JUN-20,217892,"",,,1,
6078,2881,"Colombia","",20-JUN-20,217894,"",,,1,
6079,2882,"France","",17-JUN-20,217883,"",,,1,
6080,2883,"Switzerland","Y",19-JUN-20,210786,"Y",19-JUN-22,,3,
11914,28621,"Belgium","",07-FEB-22,710547,"",,,1,
6121,2922,"Lebanon","Y",22-JUN-20,221305,"",,,1,
6020,2815,"Germany","Y",15-JUN-20,207097,"Y",21-AUG-20,,3,
6021,2816,"Canada","",14-JUN-20,214339,"Y",17-OCT-20,,3,
6022,2818,"India","",14-JUN-20,214340,"",,,1,
6023,2819,"India","",15-JUN-20,214341,"",,,1,
6024,2820,"United Kingdom","",14-JUN-20,214338,"",,,2,
6122,2923,"Russian Federation","",23-JUN-20,12870,"",,,1,
6123,2924,"Greece","",22-JUN-20,221308,"",,,2,
6124,2925,"Argentina","Y",22-JUN-20,221306,"",,,1,
6125,2926,"United States of America","Y",22-JUN-20,219894,"Y",22-JUN-22,,2,
6126,2927,"United States of America","Y",23-JUN-20,221309,"Y",02-SEP-20,,3,
6127,2928,"Denmark","",23-JUN-20,171933,"",,,1,
6172,2980,"India","",27-JUN-20,225180,"",,,1,
6173,2981,"India","",28-JUN-20,225181,"",,,1,
6174,2982,"India","Y",28-JUN-20,225182,"Y",28-JUN-22,,3,
6175,2983,"Lebanon","Y",28-JUN-20,225184,"Y",18-FEB-22,10,3,
6176,2984,"Brazil","Y",28-JUN-20,225183,"Y",09-NOV-20,,3,
6177,2985,"United States of America","",28-JUN-20,225185,"",,,1,
11970,29060,"United States of America","Y",16-FEB-22,727908,"",,,2,
6260,3082,"United States of America","",09-JUL-20,232997,"",,,1,
6261,3083,"Chile","Y",09-JUL-20,234633,"Y",25-JAN-21,,3,
6262,3084,"United States of America","Y",10-JUL-20,234223,"Y",10-JUL-22,,3,
6263,3085,"United States of America","",10-JUL-20,234634,"Y",02-JAN-22,,2,
12572,31146,"Ghana","Y",02-MAY-22,845431,"",,4,3,
12573,31163,"Brazil","",03-MAY-22,845434,"",,,1,
12574,31167,"Nigeria","Y",02-MAY-22,845432,"",,,2,
11924,28704,"Kenya","Y",09-FEB-22,716051,"",,,1,
6030,2834,"India","",16-JUN-20,101433,"Y",06-APR-22,,2,
6031,2835,"Lithuania","",16-JUN-20,216371,"",,5,3,1
11925,28708,"Brazil","Y",09-FEB-22,716058,"",,,2,
12575,31168,"Estonia","",03-MAY-22,845433,"",,,1,
11926,28709,"Brazil","Y",09-FEB-22,716059,"",,,2,
6144,2946,"United Arab Emirates","Y",24-JUN-20,221932,"Y",14-NOV-20,4,3,
6145,2947,"South Africa","",24-JUN-20,221931,"",,,1,
6147,2949,"United States of America","",23-JUN-20,221930,"",,,1,
6148,2950,"United States of America","",24-JUN-20,221938,"",,,1,
6149,2951,"Netherlands","Y",24-JUN-20,218588,"Y",30-JUL-20,,3,1
11927,28711,"United States of America","",09-FEB-22,716061,"",,,1,
6151,2953,"United States of America","Y",24-JUN-20,221941,"",,,1,
6152,2955,"Australia","",23-JUN-20,221929,"Y",27-JUL-20,,3,
6153,2956,"Germany","Y",24-JUN-20,221940,"",,,3,
6160,2961,"India","",24-JUN-20,225170,"",,,1,
6161,2965,"Bulgaria","",25-JUN-20,225172,"",,,2,
11928,28712,"United States of America","",10-FEB-22,716060,"",,,1,
6163,2968,"United Kingdom","",26-JUN-20,225178,"",,,1,
5946,2758,"India","",08-JUN-20,208754,"",,,1,
5947,2759,"India","",08-JUN-20,208753,"",,,1,
5948,2760,"Bulgaria","",08-JUN-20,208755,"",,,1,
5949,2763,"Brazil","Y",08-JUN-20,202794,"Y",08-JUN-22,,3,
5950,2764,"Brazil","",08-JUN-20,208751,"",,,1,
5951,2765,"United States of America","",08-JUN-20,208752,"",,,1,1
5952,2766,"Ireland","",09-JUN-20,208756,"",,,1,
6000,2802,"Canada","",10-JUN-20,211908,"Y",14-OCT-20,,3,
9329,23156,"Netherlands","Y",04-OCT-21,589247,"Y",18-FEB-22,,3,
6004,2806,"India","Y",11-JUN-20,38409,"Y",17-MAY-21,,3,
6006,2808,"India","",11-JUN-20,211911,"",,,2,1
6007,2809,"India","Y",12-JUN-20,211914,"",,,3,1
6008,2810,"India","",12-JUN-20,211912,"",,,1,
6009,2811,"United States of America","Y",11-JUN-20,9087,"",,,1,
6010,2812,"United States of America","Y",12-JUN-20,201831,"",,10,3,
6011,2813,"Belgium","",11-JUN-20,150359,"",,,1,
6040,2843,"Brazil","",17-JUN-20,216877,"",,,1,
6041,2844,"Uganda","Y",17-JUN-20,216878,"",,,1,
6164,2969,"Belgium","",25-JUN-20,222129,"",,,3,1
6165,2970,"United States of America","",26-JUN-20,225177,"",,,1,
9447,23339,"Thailand","",09-OCT-21,595015,"Y",25-JUN-22,,2,
5955,2769,"Brazil","",09-JUN-20,147394,"Y",09-JUN-22,,2,
5956,2770,"Brazil","Y",09-JUN-20,209271,"Y",14-JUN-21,,3,
5957,2771,"India","Y",10-JUN-20,209370,"",,,3,
5958,2772,"Korea, Republic of","Y",10-JUN-20,209275,"Y",22-JUN-20,,2,
5959,2773,"United States of America","Y",09-JUN-20,209270,"",,,1,
5960,2775,"Germany","Y",10-JUN-20,191421,"",,,2,
12958,32553,"India","",05-JUL-22,928205,"",,,1,
9449,23347,"United States of America","",07-OCT-21,595044,"",,,1,
12959,32554,"Singapore","Y",04-JUL-22,928203,"",,,1,
9451,23349,"United States of America","",08-OCT-21,595032,"",,,1,
6170,2977,"Canada","",25-JUN-20,225173,"Y",11-OCT-20,,3,
6200,3025,"Germany","Y",04-JUL-20,14757,"Y",04-JUL-22,,3,
9454,23352,"United States of America","",09-OCT-21,595042,"",,,1,
6222,3045,"United States of America","",06-JUL-20,230440,"",,,1,
6223,3046,"India","",05-JUL-20,230438,"",,,1,
6224,3047,"Italy","",06-JUL-20,230442,"",,,1,
9455,23353,"United States of America","",08-OCT-21,595037,"",,,1,
9456,23354,"United States of America","",08-OCT-21,595034,"",,,1,
6226,3049,"Israel","Y",06-JUL-20,231866,"Y",06-JUL-22,,2,
6227,3050,"Saudi Arabia","Y",07-JUL-20,230937,"Y",18-APR-21,,3,
6025,2822,"Peru","",15-JUN-20,144878,"",,,1,
6026,2823,"United States of America","Y",15-JUN-20,209063,"Y",19-JUL-20,,3,
9457,23355,"United States of America","",08-OCT-21,595039,"",,,1,
12960,32555,"Australia","",05-JUL-22,928204,"",,,1,
6103,2906,"United States of America","Y",21-JUN-20,216062,"Y",17-JUL-20,,3,1
6104,2907,"United States of America","",21-JUN-20,219900,"Y",07-OCT-20,,3,
6105,2908,"United States of America","",22-JUN-20,203316,"",,,1,
6228,3051,"Saudi Arabia","Y",07-JUL-20,231867,"Y",08-NOV-21,,3,
6229,3052,"Brazil","Y",06-JUL-20,42832,"",,,1,
6230,3053,"France","",07-JUL-20,162963,"Y",08-JUL-22,,2,
6231,3054,"United States of America","",06-JUL-20,231865,"",,,1,
6232,3056,"India","Y",07-JUL-20,231868,"Y",25-JUN-22,,3,
6265,3088,"Brazil","",10-JUL-20,153012,"",,,1,
6266,3091,"United States of America","Y",12-JUL-20,236945,"Y",22-MAR-22,,3,
6267,3092,"Mexico","Y",13-JUL-20,236946,"Y",01-SEP-21,,2,
6268,3096,"Germany","Y",14-JUL-20,237247,"Y",26-FEB-21,,3,
6269,3097,"Brazil","Y",14-JUL-20,236641,"",,,1,
6270,3098,"Brazil","",14-JUL-20,105276,"",,,1,
9459,23357,"United States of America","",08-OCT-21,595048,"",,,1,
6272,3101,"Australia","",15-JUL-20,238063,"",,,1,
6273,3102,"Korea, Republic of","",14-JUL-20,238061,"Y",23-DEC-20,,3,
11315,27125,"Saudi Arabia","Y",28-DEC-21,669531,"",,,2,
6350,3175,"United States of America","",27-JUL-20,248839,"",,,1,
9461,23359,"United States of America","",08-OCT-21,595028,"",,,1,
6352,3180,"Brazil","",27-JUL-20,2451,"Y",22-MAY-21,,2,
6376,3221,"Brazil","",30-JUL-20,240258,"Y",03-JUN-21,,2,
6377,3222,"Brazil","",30-JUL-20,248938,"",,,1,
6402,3261,"Brazil","Y",05-AUG-20,240259,"",,,3,
6403,3262,"Viet Nam","",05-AUG-20,255245,"",,,1,
9463,23361,"United States of America","",09-OCT-21,595043,"",,,1,
6479,3414,"Brazil","Y",04-AUG-20,225680,"",,,1,
9464,23362,"United States of America","",08-OCT-21,595035,"",,,1,
9465,23364,"United States of America","",08-OCT-21,595040,"",,,1,
6483,3427,"United States of America","",19-AUG-20,263422,"",,,1,
6484,3428,"United States of America","",19-AUG-20,263423,"",,,1,
6485,3429,"Chile","",19-AUG-20,77025,"",,,1,
6486,3430,"Chile","Y",19-AUG-20,177388,"Y",27-JUL-21,,3,
6487,3431,"United States of America","Y",19-AUG-20,263424,"Y",13-NOV-20,,3,
6488,3432,"United States of America","",20-AUG-20,263430,"",,,1,
6489,3433,"Peru","Y",20-AUG-20,263429,"Y",10-APR-21,,3,
6490,3434,"United States of America","Y",20-AUG-20,255446,"",,,3,
6491,3435,"Germany","",19-AUG-20,261404,"",,,1,
6328,3150,"Australia","",23-JUL-20,244584,"",,,1,
6329,3151,"United States of America","",22-JUL-20,14870,"",,,2,
6330,3152,"United States of America","",23-JUL-20,244583,"",,,1,
6331,3153,"Turkey","",22-JUL-20,244582,"",,,1,
6332,3154,"United Arab Emirates","Y",22-JUL-20,244581,"",,,3,
6333,3155,"Kenya","",23-JUL-20,244585,"",,,1,
6334,3158,"Canada","",23-JUL-20,244586,"",,,1,
12687,31611,"United States of America","",24-MAY-22,879747,"",,,1,
6436,3302,"India","Y",10-AUG-20,257382,"",,10,3,
12688,31612,"Colombia","Y",25-MAY-22,879749,"",,4,3,
6438,3306,"Egypt","",10-AUG-20,257384,"",,,1,
6460,3362,"Brazil","",14-AUG-20,244380,"",,,1,
6461,3363,"Brazil","",14-AUG-20,223043,"",,,1,
6462,3366,"Spain","",14-AUG-20,259602,"",,,1,
6463,3368,"United States of America","",13-AUG-20,259601,"",,,1,
6464,3370,"Peru","Y",14-AUG-20,259603,"",,,2,
12689,31630,"Nigeria","Y",24-MAY-22,879746,"",,7,2,
12242,29602,"Belgium","",02-MAR-22,744437,"",,,1,
9333,23161,"United Kingdom","Y",02-OCT-21,589244,"",,,2,
12690,31631,"Saudi Arabia","Y",25-MAY-22,879748,"",,,2,
12722,31719,"Switzerland","",30-MAY-22,884183,"",,,1,
6378,3223,"India","",03-JUL-20,253208,"",,,1,
6379,3224,"Ireland","",01-JUL-20,253212,"Y",31-DEC-20,,2,
6380,3225,"Ghana","",01-JUL-20,253213,"Y",22-MAY-21,,2,
6381,3226,"Nigeria","",02-JUL-20,253210,"",,,1,
12723,31750,"Australia","",31-MAY-22,888497,"",,,1,
6382,3227,"United Kingdom","Y",01-JUL-20,253214,"",,,2,
6383,3228,"United States of America","",01-JUL-20,253215,"",,,1,
6385,3230,"United States of America","",03-JUL-20,253209,"Y",19-NOV-20,4,3,
6386,3231,"South Africa","",03-AUG-20,252794,"",,,2,
6387,3234,"United States of America","",02-AUG-20,250258,"",,,1,
6388,3235,"United States of America","Y",03-AUG-20,252791,"Y",25-DEC-20,4,3,
12246,29624,"United States of America","",02-MAR-22,744531,"",,,1,
6390,3237,"United States of America","",03-AUG-20,252793,"Y",20-SEP-21,,2,
9338,23168,"Thailand","",03-OCT-21,828883,"Y",09-JAN-22,,3,
9339,23169,"Japan","",02-OCT-21,616429,"",,,1,
9340,23174,"Saudi Arabia","",04-OCT-21,590846,"",,,2,
6392,3245,"United States of America","",12-FEB-20,253216,"",,,1,
9341,23176,"Iceland","",05-OCT-21,590845,"",,,1,
6453,3342,"United Kingdom","Y",13-AUG-20,258697,"",,,1,
12247,29625,"United States of America","",02-MAR-22,744532,"",,,1,
12248,29626,"Senegal","Y",03-MAR-22,744439,"",,,3,
6471,3397,"Lithuania","",17-AUG-20,261711,"",,,2,
6472,3400,"Saudi Arabia","",17-AUG-20,261712,"Y",10-MAY-21,,2,
12250,29628,"Kenya","Y",03-MAR-22,744440,"",,,1,
6327,3149,"Brazil","",22-JUL-20,243574,"",,,1,
6353,3183,"Korea, Republic of","",27-JUL-20,249951,"",,,1,
6354,3184,"United States of America","",27-JUL-20,249954,"",,,1,
6355,3185,"United States of America","",27-JUL-20,249953,"",,,1,
12251,29630,"Saudi Arabia","Y",03-MAR-22,744433,"",,,2,
6421,3282,"India","",07-AUG-20,255854,"",,,1,
6422,3283,"India","",07-AUG-20,255855,"",,,1,
6423,3285,"Brazil","Y",06-AUG-20,234933,"Y",14-OCT-21,,3,
6424,3286,"Brazil","",07-AUG-20,22352,"",,,1,
12252,29631,"Kenya","Y",03-MAR-22,744435,"",,,1,
6426,3288,"Finland","Y",07-AUG-20,210483,"",,,3,
12261,29686,"India","Y",06-MAR-22,747855,"",,,1,
12213,29510,"Brazil","Y",24-FEB-22,741444,"",,,2,
6428,3291,"Panama","Y",31-JUL-20,246704,"",,,1,
6430,3293,"United States of America","Y",06-AUG-20,250260,"",,,2,
9350,23215,"United States of America","",05-OCT-21,593672,"",,,1,
6432,3295,"United States of America","",07-AUG-20,255857,"",,,1,
6433,3296,"United States of America","",07-AUG-20,255856,"",,,1,
9351,23216,"United States of America","",05-OCT-21,593670,"",,,1,
6441,3313,"United Kingdom","",11-AUG-20,258088,"",,,1,
6442,3315,"Australia","",10-AUG-20,258086,"",,,2,
6393,3247,"Brazil","",04-AUG-20,77640,"",,,1,
6394,3248,"Brazil","",05-AUG-20,139884,"",,,1,
6395,3249,"India","Y",04-AUG-20,11716,"",,,1,
12214,29511,"Brazil","",25-FEB-22,741443,"",,,1,
12215,29522,"Botswana","",27-FEB-22,741430,"",,,1,
6398,3256,"Brazil","",01-JUL-20,136550,"",,,1,
6399,3257,"Brazil","",01-JUL-20,226083,"",,,1,
6400,3258,"Brazil","",02-JUL-20,226787,"",,,1,
6401,3259,"Brazil","",03-JUL-20,227489,"",,,2,
6443,3321,"Turkey","Y",11-AUG-20,250312,"",,,1,
6444,3323,"Denmark","",11-AUG-20,173846,"",,,1,
6445,3324,"United States of America","",11-AUG-20,258087,"",,,1,
11949,28834,"India","Y",13-FEB-22,719159,"",,,1,
6447,3326,"United States of America","Y",11-AUG-20,233304,"",,,1,
6449,3330,"United States of America","",12-AUG-20,423,"",,,1,
6450,3334,"India","",12-AUG-20,258695,"",,,1,
6451,3335,"Lithuania","",12-AUG-20,258694,"",,,1,
6476,3406,"United States of America","",16-AUG-20,261710,"Y",29-DEC-21,,2,
6520,3463,"South Africa","",23-AUG-20,264840,"",,,1,
6522,3469,"United States of America","Y",23-AUG-20,250295,"",,,2,
6492,3437,"United States of America","",21-AUG-20,263434,"",,,1,
6494,3439,"India","Y",20-AUG-20,215048,"Y",15-MAY-22,,3,
6495,3442,"Brazil","",19-AUG-20,263425,"",,,1,
6496,3443,"Ireland","",19-AUG-20,263426,"",,,1,
6497,3444,"Kenya","Y",20-AUG-20,263427,"",,,2,
6498,3445,"Armenia","Y",21-AUG-20,263435,"Y",08-JUL-21,,3,
6500,3447,"South Africa","",22-AUG-20,263437,"",,,1,
6501,3448,"Brazil","",20-AUG-20,263428,"",,5,1,
6502,3449,"United Kingdom","Y",19-AUG-20,263420,"Y",11-NOV-21,19,3,
6503,3450,"United Kingdom","Y",20-AUG-20,10502,"",,19,3,
12216,29523,"South Africa","",27-FEB-22,741431,"",,,1,
9362,23229,"Australia","Y",05-OCT-21,593658,"Y",08-MAY-22,,3,
9363,23230,"Korea, Republic of","",05-OCT-21,593663,"",,,1,
6524,3471,"Switzerland","",24-AUG-20,266258,"",,,1,
6525,3472,"Lithuania","",24-AUG-20,263216,"",,,2,
6526,3479,"United States of America","Y",24-AUG-20,266261,"Y",30-JAN-22,4,3,
6527,3480,"United States of America","",24-AUG-20,266259,"",,,1,
12217,29529,"India","",27-FEB-22,741442,"",,,1,
6540,3501,"Germany","Y",25-AUG-20,267077,"",,,1,
6541,3502,"New Zealand","",26-AUG-20,267082,"",,,1,
6542,3503,"Brazil","",25-AUG-20,267080,"Y",14-MAR-22,,2,
6340,3162,"Brazil","",23-JUL-20,238977,"",,,1,
6341,3163,"Brazil","",24-JUL-20,245803,"",,,1,
6342,3164,"Brazil","",24-JUL-20,245804,"",,,1,
12724,31754,"United States of America","",31-MAY-22,888498,"",,,1,
6344,3167,"Argentina","",24-JUL-20,245801,"",,,1,
9444,23336,"Thailand","",09-OCT-21,595016,"",,,1,
12725,31760,"France","",01-JUN-22,891003,"",,,1,
12726,31761,"Israel","",31-MAY-22,888499,"",,,1,
6347,3170,"Netherlands","Y",25-JUL-20,245805,"Y",07-JAN-21,,3,
6348,3171,"Sri Lanka","Y",23-JUL-20,245799,"Y",09-OCT-20,,3,
12295,29809,"Germany","",09-MAR-22,755558,"",,,1,
6361,3202,"India","",30-JUL-20,251389,"",,,1,
6362,3203,"United Kingdom","",30-JUL-20,251387,"",,,1,
6363,3204,"United Kingdom","",31-JUL-20,251391,"",,,1,
6364,3205,"Ireland","",02-AUG-20,251395,"",,,1,
6365,3206,"Poland","",03-JUL-20,253207,"",,,1,
12296,29813,"United States of America","Y",09-MAR-22,755567,"",,,1,
6367,3208,"Mexico","Y",30-JUL-20,251388,"Y",28-DEC-21,,3,
12727,31769,"Brazil","",31-MAY-22,888501,"",,,1,
6368,3209,"United States of America","",30-JUL-20,14758,"",,,1,
12297,29824,"Palestinian Territory, Occupied","",09-MAR-22,764775,"",,,1,
9323,23141,"United States of America","Y",01-OCT-21,589251,"Y",04-DEC-21,,3,
6371,3214,"United States of America","",01-AUG-20,251394,"",,,1,
9324,23142,"United States of America","",03-OCT-21,589253,"",,,1,
9325,23151,"Brazil","Y",04-OCT-21,589250,"",,,2,
12298,29825,"Spain","Y",09-MAR-22,755557,"",,4,3,
6781,3866,"India","Y",06-OCT-20,303509,"Y",21-SEP-21,10,3,
6782,3867,"India","",06-OCT-20,303508,"",,,1,
6783,3868,"New Zealand","Y",07-OCT-20,303299,"Y",12-FEB-21,,3,
6784,3871,"Brazil","",06-OCT-20,303506,"",,,1,
6785,3872,"Ukraine","",07-OCT-20,303510,"",,,1,
6786,3873,"United States of America","",06-OCT-20,303507,"",,,1,
6787,3874,"United States of America","",06-OCT-20,249162,"",,,1,
6788,3875,"United States of America","Y",07-OCT-20,303511,"",,,2,
6800,3903,"Brazil","Y",09-OCT-20,305319,"",,,2,
6801,3906,"Lithuania","",09-OCT-20,305318,"",,,1,
6802,3907,"United States of America","",08-OCT-20,305315,"",,,1,
6803,3908,"United States of America","",10-OCT-20,305323,"",,,1,
6805,3912,"Ireland","Y",10-OCT-20,305322,"Y",23-APR-22,5,3,
6806,3913,"Egypt","Y",10-OCT-20,305321,"Y",09-JUL-21,,3,
6807,3914,"Israel","",11-OCT-20,305324,"",,,1,
6808,3915,"United Kingdom","",08-OCT-20,305316,"Y",30-OCT-21,,2,
6809,3916,"United Kingdom","",09-OCT-20,301366,"",,,1,
6810,3917,"United Kingdom","Y",09-OCT-20,305320,"Y",22-NOV-21,,3,
6821,3928,"Brazil","",12-OCT-20,306725,"",,,1,
6822,3931,"Egypt","",12-OCT-20,306726,"Y",27-MAR-22,,2,
6823,3932,"Saudi Arabia","Y",13-OCT-20,306727,"Y",02-DEC-21,5,3,
6824,3933,"United States of America","",13-OCT-20,306728,"",,,1,
6544,3509,"United States of America","",25-AUG-20,267078,"",,,1,
6545,3510,"United States of America","",25-AUG-20,267081,"",,,1,
6600,3565,"United States of America","Y",31-AUG-20,248237,"",,4,3,
6601,3566,"Argentina","Y",31-AUG-20,270691,"",,,2,
