"STARTUP_ID","ORDER_ID","SPM","MONTH","SUM(USED_AMOUNT_CD)","SUM(PAYG_AMOUNT_CD)","SUM(PROMO_AMOUNT_CD)"
19894,8061,"14876263",01-AUG-21,223.794048428,0,223.794048428
20411,8280,"15301783",01-AUG-21,284.156076026,0,284.156076026
2126,4204,"11261807",01-AUG-21,0.677245468,0,0.677245468
5230,7636,"12230377",01-AUG-21,0.0664298473,0,0.0664298473
21921,8923,"16156481",01-AUG-21,0,0,0
20857,8446,"15353820",01-AUG-21,61.30168015409,0,61.30168015409
3797,6739,"11711088",01-AUG-21,1.515394881,0,1.515394881
2323,5560,"11288296",01-AUG-21,15.715679782,0,15.715679782
3285,6423,"11399333",01-AUG-21,148.488697803,0,148.488697803
19758,8022,"14032264",01-AUG-21,201.497999814,0,201.497999814
4283,7047,"11754040",01-AUG-21,494.215348720671,494.215348720671,0
1202,3261,"11078992",01-AUG-21,62.434743504,0,62.434743504
1892,3966,"11234542",01-AUG-21,145.7301426839,0,145.7301426839
20478,8299,"15309610",01-AUG-21,8.281365606,0,8.281365606
2226,4304,"11274305",01-AUG-21,80.539667357,0,80.539667357
19995,8082,"15267673",01-AUG-21,0,0,0
902,2961,"11018792",01-AUG-21,25.07200361,0,25.07200361
21170,8551,"15376553",01-AUG-21,37.755774603,0,37.755774603
4310,7067,"11754193",01-AUG-21,1.188416868,0,1.188416868
19615,7937,"13080264",01-AUG-21,516.905959769,516.905959769,0
5235,7639,"12222272",01-AUG-21,10.9368,0,10.9368
19952,8077,"15269033",01-AUG-21,0,0,0
1909,3986,"11239848",01-AUG-21,54.000000035,0,54.000000035
115,2514,"10915720",01-APR-22,1.930405909,1.930405909,0
1853,3927,"11215733",01-AUG-21,5.009872104,0,5.009872104
830,2909,"11015502",01-AUG-21,76.054671837,0,76.054671837
3704,6692,"11592389",01-OCT-21,1431.82242,1431.82242,0
3642,6646,"11586026",01-FEB-22,12.977670468,0,12.977670468
30577,12432,"18364688",01-APR-22,98.237915002,0,98.237915002
23161,9333,"16955658",01-OCT-21,33.924293312,0,33.924293312
23230,9363,"17079630",01-APR-22,0.0016812838,0,0.0016812838
3710,6694,"11592586",01-JUL-21,36.456,0,36.456
2661,5869,"11331712",01-JUL-21,235.491168982,235.491168982,0
1363,3442,"11093780",01-JUL-21,0,0,0
4622,7248,"11773713",01-JUL-21,0,0,0
4741,7308,"11783022",01-OCT-21,535.33505999,0,535.33505999
3183,6353,"11377243",01-OCT-21,0,0,0
927,2987,"11019738",01-OCT-21,1385.949520829,1385.949520829,0
818,2879,"11010582",01-OCT-21,2851.709441832,2851.709441832,0
5132,7548,"11954570",01-OCT-21,267098.915206992971,86611.81193711,180487.103269882971
2516,5733,"11323365",01-OCT-21,42.900422475,23.195736882,19.704685593
21947,8942,"16182754",01-OCT-21,29.74652988,0,29.74652988
3684,6680,"11587472",01-OCT-21,5179.603559825,0,5179.603559825
5121,7540,"11956404",01-OCT-21,1921.028625202,0,1921.028625202
3761,6720,"11642249",01-OCT-21,893.789338547,0,893.789338547
2980,6172,"11356735",01-OCT-21,0.0016212796,0,0.0016212796
2313,5550,"11288244",01-OCT-21,18.087521813,0,18.087521813
2755,5944,"11345039",01-OCT-21,6.960181959476,0,6.960181959476
1222,3281,"11080174",01-OCT-21,658.282365143,657.060465144,1.221899999
4469,7166,"11768428",01-OCT-21,27.222902805,0,27.222902805
19997,8083,"15270019",01-OCT-21,31.169089367,0,31.169089367
4931,7424,"11830807",01-OCT-21,220.8273838,0,220.8273838
20411,8280,"15301783",01-OCT-21,405.504500957,0,405.504500957
19725,8003,"13600280",01-OCT-21,1764.542657801,0,1764.542657801
10060,7710,"12606270",01-AUG-21,143.122799655,0,143.122799655
4534,7200,"11771562",01-AUG-21,23.060316921,0,23.060316921
4622,7248,"11773713",01-AUG-21,0,0,0
4723,7301,"11780932",01-AUG-21,0,0,0
5183,7601,"12102441",01-AUG-21,75.095753745,0,75.095753745
2802,6000,"11339546",01-AUG-21,265.295500177,265.295500177,0
21035,8500,"15371652",01-JUN-22,0,0,0
2565,5783,"11323746",01-AUG-21,24.247033749,0,24.247033749
4726,7302,"11782843",01-OCT-21,103.096261416,0,103.096261416
2509,5727,"11329193",01-AUG-21,221.206433472,0,221.206433472
3397,6471,"11559462",01-AUG-21,0,0,0
4191,7014,"11745858",01-AUG-21,145.312106398,145.312106398,0
5126,7543,"11962352",01-AUG-21,545.919417838,545.919417838,0
5262,7652,"12300281",01-AUG-21,1113.813190000742,0,1113.813190000742
20500,8303,"15315838",01-AUG-21,113.839738053,0,113.839738053
2863,6061,"11342132",01-APR-22,1.28487159,0,1.28487159
4363,7100,"11763960",01-AUG-21,12.00003552,0,12.00003552
2066,4143,"11260326",01-AUG-21,63.567245796,0,63.567245796
19821,8042,"14306262",01-OCT-21,185.26509543765,0,185.26509543765
1590,3669,"11125631",01-OCT-21,706.246616998,0,706.246616998
21535,8723,"15848329",01-OCT-21,31.320814312,0,31.320814312
22611,9107,"16578383",01-OCT-21,29.63645136,0,29.63645136
19396,7867,"12494350",01-AUG-21,421.45579296,421.45579296,0
788,2849,"11001532",01-AUG-21,94.233841768,79.688128146,14.545713622
814,2875,"11009951",01-AUG-21,216.383603498,150.956691837,65.426911661
2445,5663,"11307545",01-AUG-21,2.031736187,0,2.031736187
2543,5762,"11329551",01-AUG-21,53.131646817,0,53.131646817
2006,4082,"11251197",01-DEC-21,23.69899997,0,23.69899997
5233,7637,"12192504",01-AUG-21,107.539200012,107.539200012,0
5135,7550,"11954341",01-AUG-21,21.955823292,0,21.955823292
21560,8747,"15862399",01-AUG-21,0,0,0
284,2663,"10941656",01-JAN-22,204.9769456467,0,204.9769456467
5240,7642,"12198306",01-JAN-22,142.871486159,0,142.871486159
3306,6438,"11461111",01-JAN-22,0,0,0
3128,6305,"11373461",01-JAN-22,0.813154595,0,0.813154595
3832,6771,"11712503",01-JAN-22,51.547002554,0,51.547002554
9972,7708,"12512759",01-OCT-21,22.850064847,0,22.850064847
21475,8704,"15676285",01-OCT-21,0,0,0
9786,7692,"12494286",01-OCT-21,231.253073281,0,231.253073281
3580,6607,"11571575",01-OCT-21,93.867824292,0,93.867824292
20513,8305,"15315456",01-OCT-21,129.80888868390936,0,129.80888868390936
2513,5730,"11326983",01-OCT-21,93.963994871,0,93.963994871
2251,5482,"11276619",01-JAN-22,59.41719788,0,59.41719788
2735,5931,"11338846",01-OCT-21,16.759052507,0,16.759052507
5260,7651,"12280287",01-OCT-21,15.566830079,0,15.566830079
3146,6325,"11380587",01-OCT-21,0.531170926,0.531170926,0
20577,8327,"15330672",01-JAN-22,0,0,0
4227,7023,"11748877",01-JAN-22,34.057842728,34.057842728,0
22831,9196,"16740234",01-JAN-22,14.00004144,0,14.00004144
5242,7644,"12224291",01-OCT-21,0.058185864,0,0.058185864
22714,9143,"16624958",01-JAN-22,0.0007390054,0,0.0007390054
5126,7543,"11962352",01-JAN-22,2049.133293797296,2049.133293797296,0
1026,3085,"11052543",01-OCT-21,75.112849457,0,75.112849457
21076,8523,"15374506",01-JUN-22,12.700002589,0,12.700002589
1274,3333,"11083044",01-OCT-21,23.498375843,0,23.498375843
5002,7447,"11856312",01-OCT-21,21.659888201,0,21.659888201
3049,6226,"11361786",01-OCT-21,43.102416678,0,43.102416678
19936,8073,"15266950",01-OCT-21,0,0,0
2474,5689,"11321129",01-JAN-22,15.404561788,0,15.404561788
1193,3252,"11077314",01-OCT-21,40.454593639,15.871326966,24.583266673
5284,7659,"12328262",01-JAN-22,0,0,0
281,2660,"10941507",01-OCT-21,1550.783803254,1550.783803254,0
881,2940,"11018372",01-OCT-21,867.854353938,507.603331573,360.251022365
812,2873,"11006519",01-OCT-21,3563.975243082,3563.975243082,0
827,2906,"11015860",01-OCT-21,361.189621004,361.189621004,0
2081,4160,"11256655",01-OCT-21,100.058477978,100.058477978,0
1130,3188,"11066241",01-OCT-21,59.8697782091,0,59.8697782091
19594,7924,"13146281",01-OCT-21,0,0,0
3845,6777,"11714196",01-OCT-21,57.165383919,0,57.165383919
4576,7230,"11772790",01-OCT-21,3.398913718,0,3.398913718
20382,8258,"15309904",01-OCT-21,47.833433146,0,47.833433146
4363,7100,"11763960",01-JAN-22,12.001917344,0,12.001917344
669,2748,"10989660",01-APR-22,261.252400353,261.252400353,0
4738,7306,"11786584",01-JAN-22,14.72731632,0,14.72731632
3150,6328,"11378616",01-OCT-21,0,0,0
3130,6307,"11380332",01-OCT-21,93.592633789,0,93.592633789
4042,6920,"11741074",01-OCT-21,1.269999971,0,1.269999971
20674,8367,"15344365",01-OCT-21,3236.64033845,3236.64033845,0
2633,5850,"11336811",01-OCT-21,862.56232433,0,862.56232433
4374,7109,"11764311",01-OCT-21,43.439199996,0,43.439199996
2305,5543,"11279911",01-OCT-21,10.9368,0,10.9368
4574,7228,"11772871",01-OCT-21,0.009931485,0,0.009931485
5031,7466,"11863047",01-OCT-21,14.031382006,0,14.031382006
3003,6182,"11357056",01-OCT-21,21.041999952,0,21.041999952
5135,7550,"11954341",01-OCT-21,88.116316885,0,88.116316885
5233,7637,"12192504",01-OCT-21,107.539200012,107.539200012,0
1727,3805,"11164176",01-OCT-21,1.183033811,0,1.183033811
1103,3162,"11067799",01-OCT-21,284.239331815,284.239331815,0
19354,7831,"12930261",01-OCT-21,68.734550609,37.815064461,30.919486148
4429,7131,"11765460",01-OCT-21,2243.056586148,0,2243.056586148
20399,8271,"15307594",01-OCT-21,8.556,0,8.556
4734,7304,"11786364",01-OCT-21,70.314450567,0,70.314450567
3686,6681,"11589457",01-OCT-21,29.603833811,0,29.603833811
2686,5883,"11332144",01-OCT-21,0,0,0
19357,7834,"12936267",01-OCT-21,252.477500004,252.477500004,0
2005,4081,"11254039",01-OCT-21,0,0,0
19917,8068,"15072261",01-OCT-21,182.297674851,0,182.297674851
3235,6388,"11383434",01-OCT-21,793.737619798,793.737619798,0
3045,6222,"11365729",01-OCT-21,0,0,0
20122,8124,"15282283",01-OCT-21,77.736409605,0,77.736409605
19375,7849,"12406814",01-OCT-21,61.45339675,0,61.45339675
21796,8854,"16088475",01-OCT-21,358.865608924,0,358.865608924
21218,8571,"15382692",01-OCT-21,95.976,0,95.976
19947,8076,"15267177",01-OCT-21,540.780395958,540.780395958,0
3875,6788,"11717150",01-OCT-21,44.304633723,0,44.304633723
2769,5955,"11341226",01-OCT-21,14.1203822,0,14.1203822
1928,4002,"11237388",01-OCT-21,15.978030261,0,15.978030261
20472,8293,"15292359",01-OCT-21,116.955500941,0,116.955500941
2601,5834,"11336660",01-OCT-21,204.924067485,204.924067485,0
1851,3926,"11215729",01-OCT-21,4.322925293,0,4.322925293
4646,7261,"11776648",01-OCT-21,0.590480653,0,0.590480653
22887,9222,"16749719",01-OCT-21,101.97969478,0,101.97969478
22635,9111,"16594656",01-OCT-21,95.333382533,0,95.333382533
2392,5605,"11302075",01-OCT-21,20.09600482,0,20.09600482
20474,8295,"15301454",01-OCT-21,0.590480653,0.334129509,0.256351144
20477,8298,"15303641",01-OCT-21,53.369652397,0,53.369652397
2284,5516,"11281423",01-OCT-21,5.51380632,0,5.51380632
2597,5831,"11330691",01-DEC-21,43.607509202,43.607509202,0
19364,7838,"12342271",01-OCT-21,133.335968432,106.712827978,26.623140454
2733,5929,"11332617",01-OCT-21,78.076704736,0,78.076704736
20817,8419,"15352539",01-OCT-21,6547.834520951,0,6547.834520951
984,3043,"11033414",01-OCT-21,4.104485653,4.104485653,0
4776,7330,"11788271",01-OCT-21,1536.870675184,1536.870675184,0
3802,6743,"11643625",01-OCT-21,0,0,0
2654,5864,"11337338",01-OCT-21,37.312033814,0,37.312033814
21541,8727,"15809146",01-OCT-21,16.20432,0,16.20432
4698,7284,"11782628",01-OCT-21,0,0,0
21483,8707,"15676292",01-OCT-21,13.392,0,13.392
2167,4245,"11273512",01-OCT-21,0,0,0
818,2879,"11010582",01-APR-21,290.580450182,219.781001322,70.79944886
4335,7081,"11756735",01-APR-21,83.59035936,0,83.59035936
626,2705,"10961529",01-APR-21,0,0,0
3758,6716,"11592702",01-OCT-21,611.8430356208858,611.8430356208858,0
2072,4149,"11256546",01-OCT-21,6.696,0,6.696
1086,3145,"11056576",01-OCT-21,99.782875995,94.175145291,5.607730704
23136,9318,"16953824",01-OCT-21,533.71034429,0,533.71034429
3804,6745,"11643530",01-OCT-21,3.722396114,0,3.722396114
3138,6320,"11376300",01-OCT-21,10.84936977,0,10.84936977
2756,5945,"11341002",01-OCT-21,1.427534004,0,1.427534004
2667,5875,"11333721",01-OCT-21,16.901290415,0,16.901290415
814,2875,"11009951",01-OCT-21,449.365707211,449.365707211,0
3400,6472,"11561210",01-OCT-21,42.434754147,42.434754147,0
22687,9127,"16590029",01-OCT-21,0,0,0
20775,8408,"15348709",01-OCT-21,286.557589533,0,286.557589533
1948,4026,"11245596",01-OCT-21,36.56680684219,36.56680684219,0
2393,5606,"11300158",01-OCT-21,275.527574716,275.527574716,0
21334,8618,"15412893",01-OCT-21,0,0,0
23031,9282,"16879783",01-OCT-21,7.00002072,0,7.00002072
22832,9197,"16740243",01-OCT-21,29.63645136,0,29.63645136
20530,8309,"15317414",01-NOV-21,117.270738569,0,117.270738569
1595,3674,"11123915",01-NOV-21,27.50126388,0,27.50126388
781,2842,"11000976",01-JAN-22,51.8580005888,51.8580005888,0
284,2663,"10941656",01-NOV-21,1621.1429794553,179.0947878474,1442.0481916079
19935,8072,"15268453",01-JAN-22,407.15573705,0,407.15573705
23161,9333,"16955658",01-NOV-21,35.108856,0,35.108856
2081,4160,"11256655",01-JAN-22,100.058477978,100.058477978,0
1722,3801,"11167741",01-JAN-22,44.541552821,39.370787203,5.170765618
4040,6912,"11738275",01-JAN-22,407.1561057,407.1561057,0
21451,8677,"15514784",01-JAN-22,193.4888064,193.4888064,0
5246,7646,"12204269",01-NOV-21,4.507792265,0,4.507792265
19766,8026,"13792290",01-NOV-21,0,0,0
1101,3160,"11065797",01-NOV-21,0.116460177,0.116460177,0
20857,8446,"15353820",01-NOV-21,68.4790426556,0,68.4790426556
5093,7503,"11900599",01-JAN-22,766.6854831015,766.6854831015,0
927,2987,"11019738",01-JAN-22,1385.949520829,1385.949520829,0
4512,7183,"11769831",01-NOV-21,58.3707440686,0,58.3707440686
22628,9109,"16594527",01-JAN-22,17.45459712,0,17.45459712
23030,9281,"16823586",01-JAN-22,75.110328053,0,75.110328053
3227,6382,"11383531",01-NOV-21,29.83481322,0,29.83481322
22611,9107,"16578383",01-NOV-21,28.6804368,0,28.6804368
3807,6748,"11711231",01-NOV-21,1783.420602199,0,1783.420602199
30797,12479,"18408522",01-JUN-22,34.1656749841,0,34.1656749841
5132,7548,"11954570",01-JAN-22,286614.02518978812,286614.02518978812,0
810,2871,"11006336",01-JAN-22,0,0,0
119,2518,"10910087",01-JAN-22,129.734520105,129.734520105,0
4013,6901,"11736702",01-JAN-22,44.733353307,44.733353307,0
2313,5550,"11288244",01-JAN-22,23.91727521,0,23.91727521
21113,8536,"15375710",01-NOV-21,41.69299248,0,41.69299248
21009,8493,"15368892",01-NOV-21,453.95961789,453.95961789,0
3580,6607,"11571575",01-NOV-21,90.83982996,0,90.83982996
2066,4143,"11260326",01-NOV-21,61.51668957,0,61.51668957
21285,8601,"15383904",01-JAN-22,0,0,0
3113,6281,"11371075",01-JAN-22,3530.007516355,0,3530.007516355
26913,11245,"17323406",01-JAN-22,0,0,0
3808,6749,"11711946",01-JAN-22,0,0,0
4384,7116,"11763959",01-NOV-21,2172.7893515205,0,2172.7893515205
5229,7635,"12232313",01-NOV-21,209.8982721245,0,209.8982721245
24420,10149,"17228142",01-NOV-21,25.751319114,0,25.751319114
4017,6903,"11734730",01-NOV-21,400.15531794,0,400.15531794
20485,8300,"15315177",01-JAN-22,27.63644544,0,27.63644544
26311,11142,"17261192",01-NOV-21,0,0,0
22657,9117,"16589824",01-JAN-22,182.1921136431467,0,182.1921136431467
3472,6525,"11566798",01-JAN-22,2.908121966,0,2.908121966
1982,4061,"11248440",01-JAN-22,0,0,0
3807,6748,"11711231",01-JAN-22,5576.496923005,4502.805682872,1073.691240133
2402,5621,"11304269",01-JAN-22,0,0,0
20215,8165,"15293080",01-NOV-21,37.067946663,0,37.067946663
3745,6708,"11619911",01-NOV-21,31.258222122,0,31.258222122
4472,7168,"11767679",01-NOV-21,13.8814775482,0,13.8814775482
2474,5689,"11321129",01-NOV-21,14.90764044,0,14.90764044
2162,4241,"11265546",01-NOV-21,404.9481012255,404.9481012255,0
1768,3846,"11175922",01-NOV-21,4.58779149,4.58779149,0
4227,7023,"11748877",01-NOV-21,32.95920264,31.445192598,1.514010042
4176,7003,"11745446",01-JAN-22,54.1699957488,0,54.1699957488
2314,5551,"11283999",01-NOV-21,2181.656728342,0,2181.656728342
21608,8782,"15960350",01-JAN-22,541.629640305,0,541.629640305
21535,8723,"15848329",01-NOV-21,97.587823155,0,97.587823155
19916,8067,"15266385",01-NOV-21,56.589569214,0,56.589569214
23499,9527,"17196199",01-NOV-21,0,0,0
28611,11910,"17499826",01-FEB-22,0,0,0
2311,5548,"11281796",01-FEB-22,13.383222692,0,13.383222692
2602,5835,"11330548",01-NOV-21,301.539284643,301.539284643,0
1982,4061,"11248440",01-NOV-21,0,0,0
2622,5841,"11331088",01-FEB-22,41.919975304694,0,41.919975304694
5214,7627,"12144871",01-MAR-22,26.53892516,0,26.53892516
23230,9363,"17079630",01-FEB-22,2.312190896,0,2.312190896
19404,7874,"12390263",01-NOV-21,11.6129376,0,11.6129376
792,2853,"11001768",01-FEB-22,147.885840004,147.885840004,0
113,2512,"10910255",01-FEB-22,326.539711558,326.539711558,0
21295,8605,"15382123",01-FEB-22,0,0,0
21838,8864,"16092575",01-NOV-21,0,0,0
5167,7583,"12102283",01-NOV-21,0.64344204,0,0.64344204
2329,5564,"11290400",01-FEB-22,0,0,0
21348,8622,"15446287",01-FEB-22,0,0,0
23724,9684,"17212131",01-NOV-21,236.05310622,0,236.05310622
29470,12203,"17768146",01-MAR-22,153.6642434595,0,153.6642434595
3102,6273,"11368561",01-MAR-22,163.39010257,163.39010257,0
4469,7166,"11768428",01-MAR-22,27.222902805,0,27.222902805
1582,3661,"11117544",01-NOV-21,247.210831261,0,247.210831261
3828,6767,"11711743",01-NOV-21,6.612320475,0,6.612320475
21425,8667,"15514407",01-NOV-21,301.398060146,0,301.398060146
2396,5609,"11304044",01-MAR-22,19.131776511,0,19.131776511
3224,6379,"11389222",01-NOV-21,0,0,0
4040,6912,"11738275",01-NOV-21,394.0076463,394.0076463,0
21170,8551,"15376553",01-NOV-21,79.52441739,0,79.52441739
124,2523,"10911967",01-NOV-21,722.675031817,722.675031817,0
3671,6661,"11589097",01-NOV-21,307.24894209,0,307.24894209
20577,8327,"15330672",01-NOV-21,0,0,0
4741,7308,"11783022",01-MAR-22,517.209654134,0,517.209654134
20141,8126,"15278057",01-NOV-21,103.22286363,0,103.22286363
3995,6871,"11736031",01-MAR-22,24.626433263,0,24.626433263
3180,6352,"11378956",01-NOV-21,20.0858694,0,20.0858694
4645,7260,"11778004",01-NOV-21,0,0,0
2763,5949,"11345118",01-NOV-21,12.54460329,0,12.54460329
1948,4026,"11245596",01-NOV-21,35.486960898,35.486960898,0
2431,5640,"11311217",01-NOV-21,70.894996496,0,70.894996496
23031,9282,"16879783",01-NOV-21,6.7742136,0,6.7742136
21548,8741,"15809558",01-NOV-21,157.984769352,0,157.984769352
4382,7115,"11764356",01-MAR-22,138.381255021668,138.381255021668,0
20808,8415,"15352773",01-MAR-22,56.34337358,0,56.34337358
21035,8500,"15371652",01-MAR-22,0,0,0
29468,12201,"17739647",01-MAR-22,12.556092359,0,12.556092359
29469,12202,"17645031",01-MAR-22,68.643290276,0,68.643290276
2662,5870,"11333783",01-NOV-21,36.7703226,36.7703226,0
4775,7329,"11784910",01-NOV-21,25.92,0,25.92
22682,9126,"16612782",01-NOV-21,173.76619356,19.964093854,153.802099706
1866,3944,"11223795",01-NOV-21,4.84839366,0,4.84839366
1961,4037,"11251997",01-NOV-21,4.09139796,0,4.09139796
4328,7078,"11753871",01-NOV-21,18.477807975,0,18.477807975
4453,7140,"11767233",01-NOV-21,2076.452640331,2076.452640331,0
3836,6772,"11711372",01-MAR-22,17.54103964,0,17.54103964
233,2612,"10927823",01-NOV-21,8452.766195719,0,8452.766195719
1874,3951,"11233670",01-NOV-21,0,0,0
2879,6076,"11340503",01-NOV-21,25.92,0,25.92
2722,5921,"11342932",01-NOV-21,677.6282453807,152.6005767827,525.027668598
21968,8948,"16188535",01-NOV-21,0,0,0
2770,5956,"11345250",01-NOV-21,207.868264069,207.868264069,0
24551,10230,"17228686",01-NOV-21,0.172032258,0,0.172032258
2282,5514,"11283624",01-NOV-21,0,0,0
24147,9944,"17221063",01-APR-22,242.7607655516,0,242.7607655516
3689,6684,"11589816",01-NOV-21,2867.126588988,2867.126588988,0
23355,9457,"17185635",01-NOV-21,0,0,0
238,2617,"10927867",01-APR-22,10.034550822,10.034550822,0
4103,6961,"11743750",01-NOV-21,15.76887099,0,15.76887099
19465,7906,"13008264",01-APR-22,17.858023311,0,17.858023311
21560,8747,"15862399",01-NOV-21,0,0,0
2408,5625,"11306574",01-NOV-21,0,0,0
21161,8549,"15376277",01-APR-22,21.212965107,0,21.212965107
21233,8573,"15380833",01-FEB-22,0,0,0
5250,7648,"12230702",01-APR-22,53.386620114,53.386620114,0
4079,6954,"11741452",01-APR-22,481.732401633,481.732401633,0
3214,6371,"11385134",01-NOV-21,0,0,0
2336,5570,"11284652",01-NOV-21,0,0,0
20224,8171,"15286837",01-FEB-22,878.005248714,0,878.005248714
4902,7400,"11826678",01-NOV-21,92.88,92.88,0
20414,8281,"15299855",01-NOV-21,0,0,0
20823,8425,"15354467",01-FEB-22,11979.150302256,0,11979.150302256
21076,8523,"15374506",01-FEB-22,12.868675204,0,12.868675204
20399,8271,"15307594",01-FEB-22,7.728,0,7.728
2332,5566,"11290848",01-NOV-21,975.2120784,0,975.2120784
3235,6388,"11383434",01-NOV-21,600.687946338,600.687946338,0
4521,7189,"11769660",01-NOV-21,72.112870989,0,72.112870989
2276,5511,"11275284",01-NOV-21,12.58529034,12.58529034,0
3934,6825,"11726728",01-NOV-21,33.69243573,0,33.69243573
3652,6652,"11586458",01-NOV-21,2195.29970352,0,2195.29970352
19355,7832,"12930266",01-NOV-21,105.39730704,105.39730704,0
3875,6788,"11717150",01-NOV-21,42.87545199,0,42.87545199
3547,6582,"11567885",01-NOV-21,6.99546969,6.99546969,0
1943,4022,"11240590",01-NOV-21,50.93842044,0,50.93842044
1685,3764,"11161701",01-APR-22,51.63210798,51.63210798,0
2811,6009,"11345571",01-NOV-21,0,0,0
4221,7020,"11749959",01-NOV-21,7.3170446914,0,7.3170446914
3547,6582,"11567885",01-FEB-22,6.529105044,6.529105044,0
1943,4022,"11240590",01-FEB-22,77.207344624,43.249727864,33.95761676
2760,5948,"11343107",01-NOV-21,3.32525502,0,3.32525502
21069,8521,"15372455",01-NOV-21,72.3346470419,0,72.3346470419
21297,8607,"15382030",01-NOV-21,50.08018419,0,50.08018419
2347,5577,"11288816",01-FEB-22,0,0,0
3846,6778,"11714239",01-JAN-22,50.673740986,0,50.673740986
24147,9944,"17221063",01-JAN-22,62.7995998998,0,62.7995998998
19358,7835,"12952263",01-DEC-21,307.173147531,0,307.173147531
3227,6382,"11383531",01-JAN-22,30.829306994,0,30.829306994
5218,7629,"12178334",01-NOV-21,0.656088402,0,0.656088402
20595,8334,"15331381",01-FEB-22,318.36110334765,0,318.36110334765
4938,7427,"11834310",01-FEB-22,73.249136212,0,73.249136212
2834,6030,"11340131",01-NOV-21,40.864293691,0,40.864293691
2542,5761,"11323653",01-NOV-21,39.125868315,39.125868315,0
23168,9338,"16954517",01-NOV-21,64.706780534,0,64.706780534
2504,5722,"11328910",01-DEC-21,3328.101417343,0,3328.101417343
1333,3403,"11093636",01-FEB-22,435.29679907,435.29679907,0
22734,9163,"16648649",01-NOV-21,0,0,0
22635,9111,"16594656",01-FEB-22,221.727209679,0,221.727209679
933,2993,"11020400",01-NOV-21,185.178359834,185.178359834,0
21170,8551,"15376553",01-FEB-22,74.222789564,0,74.222789564
4045,6923,"11742306",01-FEB-22,58.849967575,0,58.849967575
3759,6717,"11619909",01-APR-22,57.8024064,0,57.8024064
29082,11977,"17552620",01-FEB-22,0,0,0
113,2512,"10910255",01-NOV-21,338.80523733,338.80523733,0
20775,8408,"15348709",01-FEB-22,258.997196696,0,258.997196696
2363,5582,"11285319",01-NOV-21,125.58512247,125.58512247,0
2815,6020,"11341789",01-NOV-21,408.2670873235,408.2670873235,0
1273,3332,"11083041",01-NOV-21,1113.268975723,1113.268975723,0
640,2718,"10968185",01-NOV-21,21.21957288,21.21957288,0
2201,4280,"11269933",01-NOV-21,73.449764745,73.449764745,0
3049,6226,"11361786",01-NOV-21,41.71201614,0,41.71201614
809,2870,"11006396",01-NOV-21,759.265013188,759.265013188,0
22330,9030,"16348502",01-NOV-21,134.80352336,0,134.80352336
23325,9435,"17165581",01-FEB-22,93.905024859,0,93.905024859
1461,3540,"11106300",01-NOV-21,77.768236478,77.768236478,0
28121,11692,"17487686",01-FEB-22,0,0,0
23686,9654,"17206094",01-NOV-21,133.749735322,0,133.749735322
3170,6347,"11377018",01-NOV-21,122.0341267,122.0341267,0
952,3011,"11025632",01-NOV-21,0,0,0
2471,5687,"11328668",01-DEC-21,23.064,0,23.064
1623,3702,"11137648",01-NOV-21,69.80516364,0,69.80516364
2668,5876,"11335746",01-NOV-21,1148.611156941,0,1148.611156941
24987,10457,"17230793",01-NOV-21,19.765877526,0,19.765877526
2955,6152,"11351042",01-NOV-21,553.00803917,553.00803917,0
20937,8461,"15360622",01-NOV-21,0,0,0
683,2763,"10986015",01-NOV-21,305.71329096,305.71329096,0
19396,7867,"12494350",01-NOV-21,407.8604448,407.8604448,0
22627,9108,"16490495",01-NOV-21,153.29362711,0,153.29362711
2329,5564,"11290400",01-NOV-21,229.56148181,0,229.56148181
22207,9023,"16336454",01-NOV-21,103.544056486,0,103.544056486
23936,9852,"17210880",01-NOV-21,34.014870569,0,34.014870569
1023,3082,"11050121",01-FEB-22,0,0,0
2384,5601,"11305966",01-JAN-22,0.677245468,0.677245468,0
2167,4245,"11273512",01-DEC-21,0,0,0
4623,7249,"11773841",01-DEC-21,38179.186064076,0,38179.186064076
4605,7241,"11773139",01-DEC-21,4007.414291774,0,4007.414291774
20996,8489,"15370297",01-DEC-21,0,0,0
4820,7347,"11822839",01-DEC-21,0,0,0
2879,6076,"11340503",01-DEC-21,26.784,0,26.784
3547,6582,"11567885",01-DEC-21,7.228652013,7.228652013,0
3807,6748,"11711231",01-APR-22,7989.730798903,0,7989.730798903
5135,7550,"11954341",01-DEC-21,88.116316885,0,88.116316885
20227,8174,"15291527",01-DEC-21,27.762999902,0,27.762999902
4902,7400,"11826678",01-DEC-21,95.976,95.976,0
19375,7849,"12406814",01-DEC-21,665.742499872,0,665.742499872
4378,7112,"11764480",01-DEC-21,335.328950582,0,335.328950582
21342,8621,"15444320",01-DEC-21,167.609415261,0,167.609415261
21496,8710,"15742284",01-DEC-21,0,0,0
26341,11155,"17260963",01-NOV-21,0,0,0
3852,6779,"11714364",01-JUN-22,2363.708607555,0,2363.708607555
4734,7304,"11786364",01-DEC-21,112.385147958,0,112.385147958
4413,7128,"11765209",01-DEC-21,288.0024,288.0024,0
5148,7562,"11954715",01-NOV-21,838.098571262,0,838.098571262
27504,11355,"17368575",01-APR-22,0,0,0
21621,8789,"15980325",01-NOV-21,2741.656701792,0,2741.656701792
10403,7726,"12568261",01-NOV-21,35.83412016,31.16383666,4.6702835
